Item_Identifier,Outlet_Identifier,Predicted_Weekly_Demand,EOQ,Safety_Stock,Reorder_Point,Inventory_Status
DR,OUT017,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT019,67.94086,485.31,59.33,127.09,Low Stock Required
FD,OUT045,1660.994,2399.61,1450.22,3106.63,Medium Stock Required
FD,OUT019,260.332,949.99,227.31,486.94,Low Stock Required
NC,OUT010,485.88474,1297.84,424.24,908.78,Low Stock Required
FD,OUT046,2901.5588,3171.55,2533.34,5426.93,Medium Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT045,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
FD,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT013,4086.1992,3763.71,3567.65,7642.63,High Stock Required
NC,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT019,432.22592,1224.08,377.4,808.46,Low Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT046,2527.3987,2960.01,2206.67,4727.16,Medium Stock Required
FD,OUT049,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT045,1660.994,2399.61,1450.22,3106.63,Medium Stock Required
FD,OUT027,3208.257,3334.96,2801.12,6000.61,High Stock Required
NC,OUT018,1772.9889,2479.19,1548.0,3316.13,Medium Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
NC,OUT035,729.87726,1590.67,637.27,1365.13,Low Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT019,264.46964,957.51,230.89,494.65,Low Stock Required
NC,OUT046,2668.4976,3041.51,2329.86,4991.05,Medium Stock Required
FD,OUT035,3080.2358,3267.74,2689.36,5761.17,High Stock Required
FD,OUT049,801.7382,1667.14,700.01,1499.55,Low Stock Required
FD,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT045,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
NC,OUT010,277.94785,981.61,242.68,519.88,Low Stock Required
NC,OUT049,3092.1003,3274.03,2699.71,5783.35,High Stock Required
NC,OUT018,2750.166,3087.7,2401.15,5143.75,Medium Stock Required
FD,OUT045,847.88574,1714.45,740.3,1585.83,Low Stock Required
FD,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT046,1678.9507,2412.54,1465.89,3140.22,Medium Stock Required
NC,OUT019,249.0163,929.12,217.4,465.76,Low Stock Required
FD,OUT049,3614.9976,3540.06,3156.25,6761.32,High Stock Required
DR,OUT035,699.9304,1557.7,611.12,1309.16,Low Stock Required
FD,OUT019,517.87134,1339.88,452.13,968.59,Low Stock Required
FD,OUT027,4992.804,4160.34,4359.2,9338.3,High Stock Required
FD,OUT046,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT027,1028.9618,1888.67,898.37,1924.5,Low Stock Required
FD,OUT046,1035.7001,1894.84,904.27,1937.12,Low Stock Required
FD,OUT035,2056.4324,2670.01,1795.48,3846.27,Medium Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
NC,OUT018,3452.7,3459.68,3014.55,6457.78,High Stock Required
DR,OUT035,4013.3108,3729.99,3504.0,7506.32,High Stock Required
DR,OUT049,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
NC,OUT045,4025.454,3735.63,3514.61,7529.04,High Stock Required
FD,OUT013,977.4566,1840.79,853.41,1828.16,Low Stock Required
FD,OUT018,1371.0742,2180.15,1197.06,2564.37,Low Stock Required
FD,OUT046,2668.4976,3041.51,2329.86,4991.05,Medium Stock Required
FD,OUT010,432.17975,1224.02,377.35,808.34,Low Stock Required
FD,OUT013,2010.7026,2640.16,1755.54,3760.76,Medium Stock Required
FD,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT027,5160.7144,4229.71,4505.8,9652.41,High Stock Required
FD,OUT010,160.28296,745.42,139.96,299.77,Low Stock Required
FD,OUT013,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
FD,OUT045,3566.781,3516.37,3114.17,6671.15,High Stock Required
FD,OUT018,2540.66,2967.76,2218.24,4751.96,Medium Stock Required
FD,OUT045,2052.7944,2667.65,1792.3,3839.45,Medium Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT049,696.1084,1553.44,607.76,1301.95,Low Stock Required
FD,OUT018,1530.3135,2303.28,1336.1,2862.24,Medium Stock Required
FD,OUT018,2877.2603,3158.24,2512.12,5381.49,Medium Stock Required
FD,OUT013,1682.0302,2414.75,1468.59,3146.0,Medium Stock Required
FD,OUT035,2833.1995,3133.97,2473.66,5299.07,Medium Stock Required
FD,OUT046,4004.2527,3725.78,3496.1,7489.39,High Stock Required
NC,OUT027,4947.575,4141.45,4319.74,9253.76,High Stock Required
FD,OUT018,2343.6628,2850.39,2046.24,4383.47,Medium Stock Required
FD,OUT010,373.76822,1138.3,326.32,699.07,Low Stock Required
FD,OUT010,234.10788,900.87,204.39,437.84,Low Stock Required
FD,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
DR,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
FD,OUT035,1627.96,2375.62,1421.36,3044.87,Medium Stock Required
FD,OUT027,1614.2172,2365.58,1409.35,3019.14,Medium Stock Required
FD,OUT035,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT049,3738.2703,3599.91,3263.86,6991.92,High Stock Required
FD,OUT049,1624.3219,2372.97,1418.17,3038.04,Medium Stock Required
FD,OUT013,2531.9583,2962.68,2210.64,4735.68,Medium Stock Required
NC,OUT017,1980.8514,2620.49,1729.48,3704.88,Medium Stock Required
FD,OUT049,862.5769,1729.24,753.13,1613.36,Low Stock Required
FD,OUT018,2349.3193,2853.82,2051.17,4394.07,Medium Stock Required
NC,OUT027,4849.041,4100.0,4233.7,9069.44,High Stock Required
NC,OUT019,432.22592,1224.08,377.4,808.46,Low Stock Required
FD,OUT017,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
NC,OUT017,639.99915,1489.52,558.78,1197.04,Low Stock Required
FD,OUT013,4086.1992,3763.71,3567.65,7642.63,High Stock Required
FD,OUT017,1638.3053,2383.16,1430.4,3064.2,Medium Stock Required
FD,OUT049,4048.185,3746.16,3534.48,7571.59,High Stock Required
FD,OUT018,1542.0787,2312.11,1346.4,2884.23,Medium Stock Required
FD,OUT013,2655.253,3033.95,2318.29,4966.25,Medium Stock Required
FD,OUT010,113.96278,628.55,99.49,213.17,Low Stock Required
FD,OUT019,68.90956,488.76,60.16,128.9,Low Stock Required
FD,OUT045,847.88574,1714.45,740.3,1585.83,Low Stock Required
FD,OUT046,3081.2183,3268.26,2690.19,5762.98,High Stock Required
FD,OUT049,3092.1003,3274.03,2699.71,5783.35,High Stock Required
FD,OUT019,258.66138,946.94,225.83,483.78,Low Stock Required
FD,OUT010,665.1428,1518.5,580.74,1244.06,Low Stock Required
FD,OUT045,3733.8164,3597.76,3259.97,6983.55,High Stock Required
NC,OUT018,1368.1606,2177.83,1194.53,2558.97,Low Stock Required
FD,OUT027,2535.1128,2964.52,2213.39,4741.58,Medium Stock Required
FD,OUT049,4022.368,3734.19,3511.91,7523.26,High Stock Required
FD,OUT017,3741.9546,3601.68,3267.09,6998.79,High Stock Required
FD,OUT017,1980.0416,2619.95,1728.78,3703.41,Medium Stock Required
FD,OUT049,3738.2703,3599.91,3263.86,6991.92,High Stock Required
FD,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
NC,OUT045,4043.7314,3744.1,3530.59,7563.22,High Stock Required
NC,OUT046,1394.0952,2198.38,1217.19,2607.46,Low Stock Required
NC,OUT018,2467.2236,2924.56,2154.11,4614.54,Medium Stock Required
FD,OUT046,4030.0698,3737.77,3518.63,7537.68,High Stock Required
NC,OUT045,2959.457,3203.04,2583.89,5535.23,Medium Stock Required
FD,OUT013,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT010,384.497,1154.52,335.71,719.17,Low Stock Required
FD,OUT027,3060.7131,3257.37,2672.29,5724.64,High Stock Required
FD,OUT035,2056.4324,2670.01,1795.48,3846.27,Medium Stock Required
NC,OUT027,3920.7568,3686.73,3423.2,7333.19,High Stock Required
FD,OUT049,3084.1873,3269.84,2692.81,5768.54,High Stock Required
FD,OUT013,2538.8574,2966.71,2216.66,4748.56,Medium Stock Required
DR,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT010,482.68784,1293.57,421.44,902.83,Low Stock Required
FD,OUT013,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
NC,OUT045,3884.9075,3669.83,3391.9,7266.19,High Stock Required
FD,OUT035,691.9282,1548.77,604.14,1294.2,Low Stock Required
FD,OUT018,3102.89,3279.74,2709.14,5803.56,High Stock Required
FD,OUT010,236.87381,906.18,206.79,443.04,Low Stock Required
FD,OUT046,1998.8257,2632.35,1745.19,3738.51,Medium Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
DR,OUT045,3605.4553,3535.38,3147.91,6743.46,High Stock Required
FD,OUT018,3146.8533,3302.89,2747.51,5885.75,High Stock Required
FD,OUT017,3927.7288,3690.0,3429.31,7346.3,High Stock Required
FD,OUT019,178.90527,787.53,156.2,334.63,Low Stock Required
NC,OUT017,1645.0165,2388.04,1436.25,3076.77,Medium Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT045,2606.0596,3005.72,2275.34,4874.23,Medium Stock Required
FD,OUT019,262.64944,954.21,229.32,491.26,Low Stock Required
FD,OUT035,4013.3108,3729.99,3504.0,7506.32,High Stock Required
FD,OUT045,2553.1956,2975.08,2229.19,4775.37,Medium Stock Required
FD,OUT019,519.2499,1341.67,453.36,971.22,Low Stock Required
FD,OUT045,1996.5482,2630.85,1743.18,3734.26,Medium Stock Required
FD,OUT018,709.74585,1568.58,619.68,1327.45,Low Stock Required
FD,OUT046,685.0393,1541.04,598.12,1281.25,Low Stock Required
DR,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT027,5152.5146,4226.35,4498.64,9637.06,High Stock Required
FD,OUT027,5881.924,4515.6,5135.47,11001.26,High Stock Required
FD,OUT035,2818.504,3125.83,2460.83,5271.61,Medium Stock Required
DR,OUT027,1618.3859,2368.63,1413.02,3026.94,Medium Stock Required
FD,OUT019,514.12915,1335.03,448.9,961.65,Low Stock Required
FD,OUT035,2966.5632,3206.88,2590.09,5548.5,Medium Stock Required
FD,OUT045,1394.0952,2198.38,1217.19,2607.46,Low Stock Required
FD,OUT017,3055.6636,3254.68,2667.88,5715.19,High Stock Required
FD,OUT035,1564.2151,2328.65,1365.7,2925.65,Medium Stock Required
FD,OUT017,1980.0416,2619.95,1728.78,3703.41,Medium Stock Required
FD,OUT019,536.73816,1364.07,468.64,1003.93,Low Stock Required
FD,OUT017,3059.8726,3256.92,2671.55,5723.06,High Stock Required
FD,OUT045,2000.9031,2633.72,1746.98,3742.4,Medium Stock Required
FD,OUT049,3632.7847,3548.75,3171.79,6794.64,High Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT017,3737.2964,3599.44,3263.03,6990.11,High Stock Required
FD,OUT049,2611.3296,3008.76,2279.96,4884.17,Medium Stock Required
FD,OUT019,470.9604,1277.76,411.19,880.89,Low Stock Required
FD,OUT049,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT019,258.66138,946.94,225.83,483.78,Low Stock Required
NC,OUT049,4062.0786,3752.58,3546.61,7597.58,High Stock Required
FD,OUT027,5900.161,4522.6,5151.41,11035.4,High Stock Required
FD,OUT018,2469.5361,2925.93,2156.16,4618.9,Medium Stock Required
FD,OUT010,460.71265,1263.78,402.24,861.72,Low Stock Required
FD,OUT046,4030.0698,3737.77,3518.63,7537.68,High Stock Required
FD,OUT049,4062.0786,3752.58,3546.61,7597.58,High Stock Required
FD,OUT017,847.7397,1714.3,740.17,1585.56,Low Stock Required
NC,OUT013,1643.577,2386.99,1435.02,3074.07,Medium Stock Required
FD,OUT019,498.85345,1315.05,435.54,933.03,Low Stock Required
DR,OUT027,3752.0598,3606.54,3275.91,7017.69,High Stock Required
FD,OUT018,2475.558,2929.49,2161.4,4630.16,Medium Stock Required
FD,OUT018,1527.431,2301.11,1333.61,2856.88,Medium Stock Required
DR,OUT027,3108.6816,3282.8,2714.2,5814.36,High Stock Required
NC,OUT019,358.55603,1114.9,313.05,670.61,Low Stock Required
FD,OUT049,2814.3013,3123.5,2457.16,5263.74,Medium Stock Required
FD,OUT049,3097.5886,3276.94,2704.51,5793.61,High Stock Required
NC,OUT045,2646.6409,3029.03,2310.78,4950.2,Medium Stock Required
FD,OUT049,847.6157,1714.18,740.04,1585.36,Low Stock Required
DR,OUT018,3169.3398,3314.67,2767.15,5927.79,High Stock Required
FD,OUT013,3076.2083,3265.61,2685.82,5753.57,High Stock Required
FD,OUT049,3084.1873,3269.84,2692.81,5768.54,High Stock Required
FD,OUT013,3902.7703,3678.26,3407.48,7299.55,High Stock Required
FD,OUT027,3931.6924,3691.86,3432.76,7353.67,High Stock Required
NC,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
FD,OUT049,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
DR,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
DR,OUT045,1395.8186,2199.74,1218.67,2610.69,Low Stock Required
FD,OUT013,2799.2368,3115.13,2444.02,5235.62,Medium Stock Required
FD,OUT018,1530.3135,2303.28,1336.1,2862.24,Medium Stock Required
FD,OUT018,1561.3921,2326.55,1363.26,2920.34,Medium Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT010,185.18695,801.24,161.7,346.36,Low Stock Required
FD,OUT010,234.10788,900.87,204.39,437.84,Low Stock Required
FD,OUT045,847.88574,1714.45,740.3,1585.83,Low Stock Required
FD,OUT010,577.7511,1415.23,504.43,1080.6,Low Stock Required
FD,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
NC,OUT017,2961.3823,3204.08,2585.59,5538.89,Medium Stock Required
FD,OUT019,329.714,1069.12,287.86,616.65,Low Stock Required
FD,OUT027,3962.0,3706.07,3459.21,7410.36,High Stock Required
NC,OUT027,2551.003,2973.8,2227.27,4771.28,Medium Stock Required
FD,OUT017,1516.5947,2292.93,1324.14,2836.56,Medium Stock Required
DR,OUT045,3095.8364,3276.01,2702.98,5790.33,High Stock Required
FD,OUT045,4017.9143,3732.13,3508.02,7514.96,High Stock Required
FD,OUT046,680.6964,1536.15,594.32,1273.18,Low Stock Required
FD,OUT046,3086.7065,3271.17,2694.99,5773.24,High Stock Required
FD,OUT017,2642.5713,3026.7,2307.2,4942.56,Medium Stock Required
FD,OUT013,4100.093,3770.1,3579.79,7668.63,High Stock Required
FD,OUT045,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT045,2663.4604,3038.64,2325.45,4981.6,Medium Stock Required
FD,OUT027,3065.0476,3259.68,2676.09,5732.71,High Stock Required
FD,OUT045,2970.2942,3208.9,2593.36,5555.55,Medium Stock Required
DR,OUT013,672.19806,1526.53,586.9,1257.29,Low Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
NC,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT018,2381.7727,2873.47,2079.5,4454.74,Medium Stock Required
FD,OUT027,3064.0615,3259.15,2675.22,5730.86,High Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT018,2475.558,2929.49,2161.4,4630.16,Medium Stock Required
FD,OUT049,1996.5482,2630.85,1743.18,3734.26,Medium Stock Required
NC,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
DR,OUT027,5160.7144,4229.71,4505.8,9652.41,High Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
FD,OUT035,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
FD,OUT046,730.61676,1591.48,637.89,1366.52,Low Stock Required
FD,OUT010,403.30383,1182.42,352.12,754.34,Low Stock Required
FD,OUT010,398.80756,1175.81,348.19,745.93,Low Stock Required
FD,OUT046,2003.1805,2635.22,1748.99,3746.65,Medium Stock Required
FD,OUT018,3093.465,3274.75,2700.88,5785.85,High Stock Required
FD,OUT018,3448.5107,3457.58,3010.88,6449.91,High Stock Required
NC,OUT013,2531.9583,2962.68,2210.64,4735.68,Medium Stock Required
FD,OUT010,373.76822,1138.3,326.32,699.07,Low Stock Required
NC,OUT049,1512.9979,2290.21,1321.0,2829.85,Medium Stock Required
FD,OUT049,801.7382,1667.14,700.01,1499.55,Low Stock Required
NC,OUT027,1001.7921,1863.57,874.67,1873.71,Low Stock Required
FD,OUT019,291.7983,1005.77,254.77,545.76,Low Stock Required
FD,OUT010,517.1326,1338.93,451.52,967.21,Low Stock Required
FD,OUT010,185.18695,801.24,161.7,346.36,Low Stock Required
FD,OUT045,2063.782,2674.78,1801.9,3860.04,Medium Stock Required
FD,OUT013,2661.275,3037.39,2323.58,4977.56,Medium Stock Required
DR,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
NC,OUT018,616.9064,1462.4,538.61,1153.84,Low Stock Required
FD,OUT045,3090.3481,3273.1,2698.18,5780.07,High Stock Required
FD,OUT049,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
NC,OUT035,888.2813,1754.81,775.57,1661.42,Low Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT046,1660.994,2399.61,1450.22,3106.63,Medium Stock Required
NC,OUT017,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT049,1053.6063,1911.15,919.9,1970.6,Low Stock Required
FD,OUT018,1326.766,2144.63,1158.38,2481.52,Low Stock Required
FD,OUT010,187.92201,807.13,164.06,351.45,Low Stock Required
DR,OUT013,2117.7915,2709.55,1849.05,3961.02,Medium Stock Required
FD,OUT019,530.1435,1355.67,462.87,991.58,Low Stock Required
FD,OUT045,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
NC,OUT018,3075.325,3265.14,2685.04,5751.95,High Stock Required
DR,OUT018,812.8157,1678.62,709.65,1520.25,Low Stock Required
DR,OUT013,2531.9583,2962.68,2210.64,4735.68,Medium Stock Required
DR,OUT027,4960.708,4146.94,4331.18,9278.29,High Stock Required
FD,OUT035,3080.2358,3267.74,2689.36,5761.17,High Stock Required
FD,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT049,2678.616,3047.27,2338.68,5009.95,Medium Stock Required
FD,OUT046,1035.7001,1894.84,904.27,1937.12,Low Stock Required
FD,OUT019,457.24588,1259.01,399.22,855.2,Low Stock Required
NC,OUT027,1716.6394,2439.47,1498.8,3210.72,Medium Stock Required
FD,OUT035,4053.0215,3748.4,3538.67,7580.61,High Stock Required
DR,OUT018,1840.7114,2526.09,1607.11,3442.79,Medium Stock Required
NC,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
NC,OUT046,4004.2527,3725.78,3496.1,7489.39,High Stock Required
DR,OUT013,722.75354,1582.89,631.03,1351.82,Low Stock Required
FD,OUT019,277.1147,980.13,241.94,518.3,Low Stock Required
FD,OUT027,4849.041,4100.0,4233.7,9069.44,High Stock Required
NC,OUT027,4541.0967,3967.68,3964.82,8493.47,High Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT017,3082.279,3268.83,2691.15,5764.99,High Stock Required
DR,OUT013,3955.4553,3703.0,3453.5,7398.14,High Stock Required
FD,OUT046,3871.2458,3663.38,3379.98,7240.62,High Stock Required
FD,OUT013,672.19806,1526.53,586.9,1257.29,Low Stock Required
FD,OUT017,1638.3053,2383.16,1430.4,3064.2,Medium Stock Required
FD,OUT035,2802.1804,3116.76,2446.6,5241.07,Medium Stock Required
FD,OUT046,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT046,2668.4976,3041.51,2329.86,4991.05,Medium Stock Required
NC,OUT027,3108.6816,3282.8,2714.2,5814.36,High Stock Required
FD,OUT017,657.2724,1509.48,573.84,1229.32,Low Stock Required
FD,OUT018,3438.7349,3452.67,3002.37,6431.67,High Stock Required
FD,OUT013,4048.6628,3746.38,3534.87,7572.47,High Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT010,105.617615,605.1,92.2,197.55,Low Stock Required
NC,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT013,1765.397,2473.87,1541.37,3301.94,Medium Stock Required
FD,OUT018,599.6328,1441.78,523.55,1121.56,Low Stock Required
NC,OUT049,2000.9031,2633.72,1746.98,3742.4,Medium Stock Required
FD,OUT013,2915.3003,3179.05,2545.34,5452.65,Medium Stock Required
FD,OUT049,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT027,5899.04,4522.17,5150.45,11033.32,High Stock Required
NC,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
NC,OUT019,536.73816,1364.07,468.64,1003.93,Low Stock Required
FD,OUT018,2540.66,2967.76,2218.24,4751.96,Medium Stock Required
FD,OUT045,3086.644,3271.14,2694.95,5773.13,High Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT013,3098.6147,3277.48,2705.38,5795.53,High Stock Required
FD,OUT045,3628.3308,3546.58,3167.9,6786.27,High Stock Required
NC,OUT010,108.51012,613.33,94.73,202.95,Low Stock Required
NC,OUT027,5899.04,4522.17,5150.45,11033.32,High Stock Required
FD,OUT035,1297.9323,2121.2,1133.24,2427.61,Low Stock Required
NC,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT019,355.47058,1110.09,310.34,664.82,Low Stock Required
FD,OUT046,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT045,4043.7314,3744.1,3530.59,7563.22,High Stock Required
